Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
252479,LnVZmUuwc8,"Unit CTA1_10, Section CTA1_10-5",DIST05_SP,1,R7C1,22/11/2005 11:27,22/11/2005 11:28,22/11/2005 11:29,22/11/2005 11:29,7,,7,0,1,0,1,"Using small numbers~~Find X, positive slope~~Using difficult numbers",284~~96~~168
252821,LnVZmUuwc8,"Unit ES_07, Section ES_07-6",LIT81A,1,a*h = q*k+7g,02/12/2005 11:49,02/12/2005 11:49,02/12/2005 11:49,02/12/2005 11:49,7,7,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",328
252991,LnVZmUuwc8,"Unit CTA1_12, Section CTA1_12-3",SYSFB12,2,Intersection 1 X,09/02/2006 10:01,09/02/2006 10:02,09/02/2006 10:02,09/02/2006 10:02,51,51,,1,0,0,1,Labelling point of intersection,9
253274,NZJd9Aq3De,"Unit CTA1_01, Section CTA1_01-3",BH1T19,2,R5C2,08/05/2006 08:48,08/05/2006 08:48,08/05/2006 08:48,08/05/2006 08:48,33,33,,1,0,0,1,"Using simple numbers~~Using small numbers~~Find Y, positive slope",39~~20~~7
253496,odPTXtfS78,"Unit CTA1_01, Section CTA1_01-3",BH1T27B,1,R1C1,09/09/2005 09:15,09/09/2005 09:15,09/09/2005 09:15,09/09/2005 09:15,15,15,,1,0,0,1,,
253854,odPTXtfS78,"Unit CTA1_02, Section CTA1_02-4",L2FB14A,1,R6C1,30/09/2005 09:11,30/09/2005 09:11,30/09/2005 09:11,30/09/2005 09:11,1,1,,1,0,0,1,Entering a given,111
254096,odPTXtfS78,"Unit ES_01, Section ES_01-8",EG23,3,3 = 4y,03/10/2005 15:33,03/10/2005 15:33,03/10/2005 15:33,03/10/2005 15:33,4,4,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",5~~8
254390,odPTXtfS78,"Unit CTA1_04, Section CTA1_04-4",BH1T47C,2,R6C1,20/10/2005 08:53,20/10/2005 08:53,20/10/2005 08:56,20/10/2005 08:56,47,,47,0,3,0,1,"Using simple numbers~~Using small numbers~~Find X, negative slope",168~~124~~7
254566,odPTXtfS78,"Unit ES_02, Section ES_02-5",EG40,11,-9-9 = 9-6x-9,24/10/2005 08:58,24/10/2005 08:58,24/10/2005 08:58,24/10/2005 08:58,14,14,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],36
254752,odPTXtfS78,"Unit CTA1_13, Section CTA1_13-1",PROP03,1,250 = A*1/5,27/10/2005 15:46,27/10/2005 15:46,27/10/2005 15:46,27/10/2005 15:46,10,10,,1,0,0,1,,
255223,odPTXtfS78,"Unit CTA1_06, Section CTA1_06-3",JAN06,1,R5C2,29/11/2005 09:54,29/11/2005 09:54,29/11/2005 09:54,29/11/2005 09:54,8,8,,1,0,0,1,Entering a given,278
255787,odPTXtfS78,"Unit ES_03, Section ES_03-6",EG51,7,13x = -7.5,20/01/2006 10:06,20/01/2006 10:07,20/01/2006 10:09,20/01/2006 10:09,132,,132,0,3,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",107~~199
256168,odPTXtfS78,"Unit CTA1_08, Section CTA1_08-3",FEB08,1,R2C2,06/02/2006 09:47,06/02/2006 09:47,06/02/2006 09:47,06/02/2006 09:47,5,5,,1,0,0,1,Identifying units,157
256599,odPTXtfS78,"Unit ES_04, Section ES_04-13",LIT21,1,d/n = q,23/02/2006 13:56,23/02/2006 13:57,23/02/2006 13:57,23/02/2006 13:57,13,13,,1,0,0,1,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]",12
257093,odPTXtfS78,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R2C1,06/03/2006 10:12,06/03/2006 10:12,06/03/2006 10:12,06/03/2006 10:12,4,4,,1,0,0,1,Identifying units,178
257611,odPTXtfS78,"Unit ES_07, Section ES_07-4",LIT63A,2,di-expr,20/03/2006 09:56,20/03/2006 09:56,20/03/2006 09:56,20/03/2006 09:56,2,2,,1,0,0,1,,
258138,odPTXtfS78,"Unit CTA1_12, Section CTA1_12-4",SYSFB22,2,R2C3,28/04/2006 09:09,28/04/2006 09:10,28/04/2006 09:10,28/04/2006 09:10,49,49,,1,0,0,1,Identifying units,223
258402,odPTXtfS78,"Unit ES_05, Section ES_05-6",EG60,4,constant termsR2,22/05/2006 10:08,22/05/2006 10:08,22/05/2006 10:08,22/05/2006 10:10,9,9,,1,0,0,3,,
258613,OPv5PP9Bi4,"Unit CTA1_01, Section CTA1_01-4",REAL32C,1,R5C1,24/02/2006 09:56,24/02/2006 09:56,24/02/2006 09:56,24/02/2006 09:56,6,6,,1,0,0,1,Entering a given,37
258846,OPv5PP9Bi4,"Unit CTA1_02, Section CTA1_02-4",REAL28,1,R5C2,27/02/2006 11:28,27/02/2006 11:29,27/02/2006 11:29,27/02/2006 11:29,30,30,,1,0,0,1,"Using simple numbers~~Using small numbers~~Find Y, negative slope",114~~64~~20
258959,OPv5PP9Bi4,"Unit ES_01, Section ES_01-6",EG22,1,-3+x = -8,01/03/2006 11:16,01/03/2006 11:17,01/03/2006 11:17,01/03/2006 11:17,10,10,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate negative; x+a=b, negative]",2~~1
259177,OPv5PP9Bi4,"Unit CTA1_04, Section CTA1_04-4",L5FB04B,1,R1C1,14/03/2006 10:59,14/03/2006 10:59,14/03/2006 10:59,14/03/2006 10:59,29,29,,1,0,0,1,,
259351,OPv5PP9Bi4,"Unit ES_02, Section ES_02-8",EG41,3,x/-10-3+3 = -4+3,22/03/2006 11:39,22/03/2006 11:40,22/03/2006 11:40,22/03/2006 11:40,24,24,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",10
259528,OPv5PP9Bi4,"Unit CTA1_13, Section CTA1_13-1",PROP13,1,R4C1,31/03/2006 10:10,31/03/2006 10:10,31/03/2006 10:10,31/03/2006 10:10,21,21,,1,0,0,1,"Entering a given~~Convert unit, standard",180~~8
259855,OPv5PP9Bi4,"Unit CTA1_06, Section CTA1_06-3",BH1T42,1,yScale,24/04/2006 09:19,24/04/2006 09:20,24/04/2006 09:20,24/04/2006 09:20,48,48,,1,0,0,1,Changing axis intervals,48
260303,OPv5PP9Bi4,"Unit ES_03, Section ES_03-6",EG53A,1,-x+46.5x-36.1 = -35.5,22/05/2006 09:36,22/05/2006 09:36,22/05/2006 09:36,22/05/2006 09:36,22,22,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",85
260453,OPv5PP9Bi4,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,yScale,23/05/2006 09:16,23/05/2006 09:16,23/05/2006 09:16,23/05/2006 09:16,6,6,,1,0,0,1,Changing axis intervals,76
260652,qL6HDg57R9,"Unit CTA1_01, Section CTA1_01-4",L1FB12,1,R4C2,07/09/2005 11:20,07/09/2005 11:21,07/09/2005 11:21,07/09/2005 11:21,26,26,,1,0,0,1,"Using simple numbers~~Using small numbers~~Find Y, positive slope",59~~29~~12
260868,qL6HDg57R9,"Unit CTA1_02, Section CTA1_02-3",L3NOV12A,2,XLabel,13/09/2005 09:21,13/09/2005 09:21,13/09/2005 09:21,13/09/2005 09:21,33,33,,1,0,0,1,Labelling the axes,19
261021,qL6HDg57R9,"Unit ES_01, Section ES_01-2",EG1,3,FinalAnswer,23/09/2005 09:09,23/09/2005 09:09,23/09/2005 09:09,23/09/2005 09:09,9,9,,1,0,0,2,combine-like-terms-sp~~perform-mult-whole-sp,5~~5
261042,qL6HDg57R9,"Unit CTA1_02, Section CTA1_02-4",REAL28,2,R4C2,23/09/2005 09:10,23/09/2005 09:11,,23/09/2005 09:11,9,,9,0,3,0,0,"Using simple numbers~~Using small numbers~~Find Y, negative slope",144~~80~~24
261338,qL6HDg57R9,"Unit ES_01, Section ES_01-8",EG24,2,-2x/-2 = -7/-2,29/09/2005 11:22,29/09/2005 11:24,29/09/2005 11:24,29/09/2005 11:24,115,115,,1,0,0,1,,
261491,qL6HDg57R9,"Unit CTA1_04, Section CTA1_04-1",LDEMO_WSLVR,1,R6C1,30/09/2005 08:57,30/09/2005 08:57,30/09/2005 09:04,30/09/2005 09:04,131,,131,0,4,0,1,"Using small numbers~~Find X, positive slope~~Using difficult numbers",84~~6~~4
261492,qL6HDg57R9,"Unit ES_01, Section ES_01-9",EG26,3,y = -8*-10,30/09/2005 09:04,30/09/2005 09:06,30/09/2005 09:06,30/09/2005 09:06,101,101,,1,0,0,1,,
261724,qL6HDg57R9,"Unit CTA1_04, Section CTA1_04-4",L5FB04,1,R4C1,05/10/2005 11:34,05/10/2005 11:34,05/10/2005 11:34,05/10/2005 11:34,5,5,,1,0,0,1,Entering a given,171
261933,qL6HDg57R9,"Unit ES_02, Section ES_02-7",EG41,1,4 = -8+(y/-7),06/10/2005 11:33,06/10/2005 11:33,06/10/2005 11:33,06/10/2005 11:33,18,18,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",65
262135,qL6HDg57R9,"Unit CTA1_13, Section CTA1_13-1",PROP13,1,6/9*D = 210,07/10/2005 09:12,07/10/2005 09:12,07/10/2005 09:12,07/10/2005 09:12,5,5,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",87
262158,qL6HDg57R9,"Unit CTA1_06, Section CTA1_06-1",LDEMO_4QGRPH,1,Point 1.1,07/10/2005 09:19,07/10/2005 09:19,,07/10/2005 09:19,4,,4,0,0,1,0,Correctly placing points,8
262169,qL6HDg57R9,"Unit CTA1_13, Section CTA1_13-1",PROP07,2,R6C2,07/10/2005 09:22,07/10/2005 09:22,,07/10/2005 09:22,9,,9,0,1,0,0,"Find Y, Simple~~Using small numbers~~Using difficult numbers",47~~173~~95
262496,qL6HDg57R9,"Unit CTA1_06, Section CTA1_06-4",BH1T52,1,ValidEquations,14/10/2005 08:59,14/10/2005 08:59,14/10/2005 08:59,14/10/2005 09:02,66,66,,1,1,0,4,,
263190,qL6HDg57R9,"Unit ES_03, Section ES_03-8",LIT12A,1,m = j+3,21/10/2005 11:11,21/10/2005 11:11,,21/10/2005 11:11,2,,2,0,1,0,0,"[SkillRule: Done?; {doneleft; doneright; done no solution; Done No Solution, domain exception; Done No Solution, range exception; done infinite solutions}]",4
263454,qL6HDg57R9,"Unit CTA1_08, Section CTA1_08-3",REAL37,2,yScale,24/10/2005 09:13,24/10/2005 09:13,24/10/2005 09:13,24/10/2005 09:14,28,28,,1,0,0,3,Changing axis intervals,64
263922,qL6HDg57R9,"Unit ES_04, Section ES_04-16",LIT58A,1,7+z*(c+q)-7 = s+g-7,26/10/2005 11:43,26/10/2005 11:43,26/10/2005 11:43,26/10/2005 11:43,26,26,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",83
264233,qL6HDg57R9,"Unit CTA1_10, Section CTA1_10-6",DISTFB12_SP,1,50+60D = 395,28/10/2005 09:14,28/10/2005 09:14,28/10/2005 09:15,28/10/2005 09:15,9,,9,0,1,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",282
264359,qL6HDg57R9,"Unit ES_07, Section ES_07-4",LIT64A,1,y*j+z*u-g*x = j*c,28/10/2005 11:19,28/10/2005 11:19,28/10/2005 11:19,28/10/2005 11:19,20,20,,1,0,0,1,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]",6
264907,qL6HDg57R9,"Unit CTA1_12, Section CTA1_12-6",SYSFB11,1,0.35d = 0,07/12/2005 11:17,07/12/2005 11:17,07/12/2005 11:17,07/12/2005 11:17,6,6,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",117~~357
265227,qL6HDg57R9,"Unit ES_05, Section ES_05-10",EG62,1,constant terms2R1,20/12/2005 10:10,20/12/2005 10:10,20/12/2005 10:10,20/12/2005 10:10,2,2,,1,0,0,1,,
265626,qL6HDg57R9,"Unit CTA1_14, Section CTA1_14-3",2PTS01,4,R7C2,30/01/2006 11:30,30/01/2006 11:31,30/01/2006 11:31,30/01/2006 11:31,34,,34,0,1,0,1,Entering a given,524
266275,qL6HDg57R9,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",P-2X-2YGE9,1,0-2y = 9,31/03/2006 10:15,31/03/2006 10:15,31/03/2006 10:15,31/03/2006 10:15,11,,11,0,1,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",471
266513,qL6HDg57R9,"Unit CTA1_15, Section CTA1_15-3",SYS09,2,R7C1,19/04/2006 09:03,19/04/2006 09:05,19/04/2006 09:05,19/04/2006 09:05,109,109,,1,0,0,1,"Entering a given~~Convert unit, standard",599~~43
266846,qL6HDg57R9,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE2TRE,1,R6C3,26/05/2006 09:07,26/05/2006 09:07,26/05/2006 09:07,26/05/2006 09:07,5,5,,1,0,0,1,,
266923,qL6HDg57R9,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-1",EG-FACTOR07,2,c-factor-2,06/06/2006 09:34,06/06/2006 09:34,06/06/2006 09:35,06/06/2006 09:41,45,,45,0,13,0,3,,
267134,Si4v9635O3,"Unit CTA1_01, Section CTA1_01-3",L3NOV07A,1,R2C1,16/09/2005 08:46,16/09/2005 08:46,16/09/2005 08:46,16/09/2005 08:46,15,,15,0,1,0,1,Identifying units,25
267459,Si4v9635O3,"Unit CTA1_02, Section CTA1_02-4",BH1T29A,1,xMin,30/09/2005 09:02,30/09/2005 09:03,30/09/2005 09:03,30/09/2005 09:03,4,4,,1,0,0,1,Changing axis bounds,37
267765,Si4v9635O3,"Unit ES_01, Section ES_01-8",EG24,5,-6y/-6 = 9/-6,14/10/2005 08:53,14/10/2005 08:53,14/10/2005 08:53,14/10/2005 08:53,6,6,,1,0,0,1,,
268134,Si4v9635O3,"Unit CTA1_04, Section CTA1_04-4",BH1T47,2,R7C2,03/11/2005 09:50,03/11/2005 09:50,03/11/2005 09:50,03/11/2005 09:50,22,22,,1,0,0,1,Entering a given,198
268633,Si4v9635O3,"Unit ES_02, Section ES_02-10",EG44,1,-8/y*y = -3y,06/12/2005 14:49,06/12/2005 14:50,06/12/2005 14:50,06/12/2005 14:50,29,29,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],30
268728,Si4v9635O3,"Unit CTA1_13, Section CTA1_13-1",PROP01,1,R7C1,07/12/2005 14:54,07/12/2005 14:54,07/12/2005 14:54,07/12/2005 14:54,6,6,,1,0,0,1,"Using small numbers~~Find X, Simple~~Using difficult numbers",138~~28~~65
269272,Si4v9635O3,"Unit CTA1_06, Section CTA1_06-4",L6FB19,2,YLabel,06/01/2006 13:11,06/01/2006 13:11,06/01/2006 13:11,06/01/2006 13:11,27,27,,1,0,0,1,Labelling the axes,61
269793,Si4v9635O3,"Unit ES_03, Section ES_03-7",LIT5,1,m/q = x,30/01/2006 10:05,30/01/2006 10:05,30/01/2006 10:05,30/01/2006 10:05,5,5,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",258
270110,Si4v9635O3,"Unit CTA1_08, Section CTA1_08-3",BH1T07,1,R2C1,03/02/2006 10:17,03/02/2006 10:17,03/02/2006 10:17,03/02/2006 10:17,7,7,,1,0,0,1,Identifying units,162
270485,Si4v9635O3,"Unit ES_04, Section ES_04-14",LIT35A,1,-3 = x*c,22/02/2006 15:14,22/02/2006 15:15,22/02/2006 15:15,22/02/2006 15:15,7,7,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",328
270826,Si4v9635O3,"Unit CTA1_10, Section CTA1_10-4",FOR08_SP,2,5000R = 350,09/03/2006 10:04,09/03/2006 10:04,09/03/2006 10:04,09/03/2006 10:04,6,6,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",133~~366
271120,Si4v9635O3,"Unit ES_07, Section ES_07-6",LIT77A,1,2z = k-c,24/03/2006 10:07,24/03/2006 10:07,24/03/2006 10:07,24/03/2006 10:07,6,6,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",406
271478,Si4v9635O3,"Unit CTA1_12, Section CTA1_12-6",SYSFB11,2,R1C3,24/04/2006 08:41,24/04/2006 08:44,24/04/2006 08:44,24/04/2006 08:44,144,144,,1,0,0,1,,
271879,Si4v9635O3,"Unit ES_05, Section ES_05-8",EG61,12,-8.3x = -2.79-8.79,01/05/2006 08:04,01/05/2006 08:05,01/05/2006 08:05,01/05/2006 08:05,22,22,,1,0,0,2,[SkillRule: Consolidate vars with coeff; CLT],215
272045,Si4v9635O3,"Unit CTA1_14, Section CTA1_14-2",1PTB02,1,R2C1,05/05/2006 09:17,05/05/2006 09:18,05/05/2006 09:18,05/05/2006 09:18,9,9,,1,0,0,1,Identifying units,226
272218,stK4H8Vit6,"Unit CTA1_01, Section CTA1_01-3",BH1T27B,1,R3C1,03/10/2005 08:58,03/10/2005 08:58,03/10/2005 08:58,03/10/2005 08:58,3,3,,1,0,0,1,Define Variable,15
272590,stK4H8Vit6,"Unit CTA1_02, Section CTA1_02-3",L3NOV12B,2,R7C2,29/11/2005 09:59,29/11/2005 10:01,29/11/2005 10:01,29/11/2005 10:01,143,143,,1,0,0,1,"Using simple numbers~~Using large numbers~~Find Y, positive slope",156~~83~~52
272889,stK4H8Vit6,"Unit ES_01, Section ES_01-8",EG23,2,-6/5 = 5y/5,07/12/2005 15:11,07/12/2005 15:11,07/12/2005 15:11,07/12/2005 15:11,17,17,,1,0,0,1,,
273168,stK4H8Vit6,"Unit CTA1_04, Section CTA1_04-2",BH1T32B,1,R3C2,11/01/2006 14:44,11/01/2006 14:45,11/01/2006 14:47,11/01/2006 14:47,139,,139,0,3,4,1,"Write expression, positive slope~~Using large numbers~~Using difficult numbers",46~~115~~35
273692,stK4H8Vit6,"Unit ES_02, Section ES_02-10",EG44,5,-5x = -3/x*x,01/02/2006 15:22,01/02/2006 15:22,01/02/2006 15:22,01/02/2006 15:22,14,14,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],30
273808,stK4H8Vit6,"Unit CTA1_13, Section CTA1_13-1",PROP06,1,R4C1,03/02/2006 10:13,03/02/2006 10:14,03/02/2006 10:15,03/02/2006 10:15,49,,49,0,1,0,1,"Using small numbers~~Find X, Simple~~Using difficult numbers",155~~34~~76
274278,stK4H8Vit6,"Unit CTA1_06, Section CTA1_06-3",BH1T42,1,R1C1,06/03/2006 09:06,06/03/2006 09:07,06/03/2006 09:07,06/03/2006 09:07,39,39,,1,0,0,1,,
275110,stK4H8Vit6,"Unit ES_03, Section ES_03-8",LIT17A,1,-z/-1 = r/-1,29/03/2006 09:21,29/03/2006 09:21,29/03/2006 09:22,29/03/2006 09:22,63,,63,0,1,2,3,[SkillRule: Calculate negative coefficient; [Typein Skill: Make variable positive]],12
275428,stK4H8Vit6,"Unit CTA1_08, Section CTA1_08-3",REAL10,1,R3C1,04/04/2006 08:58,04/04/2006 08:58,04/04/2006 08:58,04/04/2006 08:58,3,3,,1,0,0,1,Define Variable,117
276058,stK4H8Vit6,"Unit ES_04, Section ES_04-12",EG58,8,-1x+(-50x)+80-80 = 1-80,10/04/2006 10:04,10/04/2006 10:04,10/04/2006 10:05,10/04/2006 10:05,65,,65,0,1,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",99
276510,stK4H8Vit6,"Unit CTA1_10, Section CTA1_10-3",DISTFB06_SP,1,R1C2,20/04/2006 09:10,20/04/2006 09:11,20/04/2006 09:11,20/04/2006 09:11,36,36,,1,0,0,1,,
277128,stK4H8Vit6,"Unit ES_07, Section ES_07-6",LIT79A,1,(4y+5r+9s)/2 = 2v/2,05/05/2006 10:18,05/05/2006 10:18,05/05/2006 10:18,05/05/2006 10:19,44,,44,0,1,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],153
277512,stK4H8Vit6,"Unit CTA1_12, Section CTA1_12-6",SYSFB03,1,75+25S = 40S,18/05/2006 09:13,18/05/2006 09:13,18/05/2006 09:13,18/05/2006 09:13,22,,22,0,1,0,1,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]",34
277773,stK4H8Vit6,"Unit ES_05, Section ES_05-6",EG60,9,constant termsR2,22/05/2006 08:55,22/05/2006 08:55,22/05/2006 08:55,22/05/2006 08:55,3,3,,1,0,0,1,,
278107,stK4H8Vit6,"Unit CTA1_14, Section CTA1_14-2",1PTFB14,1,ValidEquations,24/05/2006 09:07,24/05/2006 09:07,24/05/2006 09:07,24/05/2006 09:07,15,15,,1,0,0,2,,
